iter	Logloss
219	0.0006432157512
220	0.0006432157512
221	0.0006432089577
222	0.0006432258082
223	0.0006432258082
224	0.0006431966199
225	0.0006431929786
226	0.000635660105
227	0.0006356528802
228	0.0006356530268
229	0.000635645513
230	0.0006356412359
231	0.0006356439257
232	0.0006356439257
233	0.0006356545563
234	0.0006356451662
235	0.0006356451662
236	0.000635652422
237	0.0006356387773
238	0.0006356347624
239	0.0006356363808
240	0.0006356324505
241	0.0006356324505
242	0.0006356233761
243	0.0006356219001
244	0.0006265452372
245	0.0006265470868
246	0.0006265434187
247	0.0006265494565
248	0.0006265306142
249	0.0006265346291
250	0.0006265313388
251	0.0006265156443
252	0.0006265182763
253	0.0006265176673
254	0.0006265181029
255	0.0006264992338
256	0.0006264985092
257	0.0006264867761
258	0.0006264853001
259	0.0006264792312
260	0.0006264828725
261	0.0006264597263
262	0.0006264597263
263	0.0006264705657
264	0.0006264658797
265	0.0006264662265
266	0.0006264701301
267	0.0006264672669
268	0.0006264580191
269	0.0006264346685
270	0.0006264346107
271	0.0006264205656
272	0.0006264283995
273	0.0006264395236
274	0.0006264258831
275	0.0006264110599
276	0.0006263777947
277	0.0006263832855
278	0.0006188453869
279	0.0006188362547
280	0.0006188362547
281	0.000618824437
282	0.0006188314885
283	0.0006188331646
284	0.0006188082534
285	0.0006188183104
286	0.0006188183104
287	0.0006188183104
288	0.0006188159984
289	0.0006188090894
290	0.0006188129929
291	0.0006187924434
292	0.0006187981076
293	0.0006187872147
294	0.0006187870103
295	0.0006187898735
296	0.0006187898735
297	0.0006187806257
298	0.0006187794119
299	0.0006187780826
300	0.0006187644153
301	0.0006187712045
302	0.0006187724183
303	0.0006187491255
304	0.0006187700175
305	0.0006187482274
306	0.0006187364943
307	0.0006187536916
308	0.0006187371879
309	0.0006187352848
310	0.0006187269576
311	0.0006187234629
312	0.000618725139
313	0.00061872742
314	0.0006187054565
315	0.0006187054565
316	0.0006187150821
317	0.0006187072215
318	0.0006186980583
319	0.0006186873655
320	0.0006186906333
321	0.0006186911802
322	0.0006186577459
323	0.0006186735827
324	0.0006186590041
325	0.0006186620985
326	0.0006186503344
327	0.0006186503344
328	0.0006186553628
329	0.0006186512324
330	0.000618639217
331	0.0006186512123
332	0.0006186510657
333	0.0006116868492
334	0.0006043658797
335	0.0006043644037
336	0.0006043624964
337	0.0006043533374
338	0.0006043611402
339	0.0006043611402
340	0.0006043499851
341	0.000604343076
342	0.0006043383098
343	0.000604338221
344	0.0006043294666
345	0.0006043377586
346	0.0006043379362
347	0.0006043111712
348	0.0006043138299
349	0.0006043090637
350	0.0006043086013
351	0.0006043159107
352	0.0006042987755
353	0.000604304351
354	0.0006042924755
355	0.0006042908261
356	0.0006042908261
357	0.0006042727662
358	0.0006042777369
359	0.0006042777369
360	0.0006042688359
361	0.0006042711746
362	0.0006042592103
363	0.0006042592103
364	0.0006042592103
365	0.0006042592103
366	0.0006042448805
367	0.0006042476238
368	0.0006042549064
369	0.0006042502247
370	0.0006042501669
371	0.0006042501669
372	0.0006042537772
373	0.0006042305732
374	0.0006042254601
375	0.0006042341835
376	0.0006042272209
377	0.0006042272209
378	0.0006042112374
379	0.0006042112374
380	0.0006042112374
381	0.0006042095035
382	0.0006041958052
383	0.0006042061244
384	0.0006041989263
385	0.0006041919705
386	0.0006041645204
387	0.0006041678727
388	0.0006041738795
389	0.0005988156902
390	0.0005988273388
391	0.0005988273388
392	0.0005988231773
393	0.0005988158947
394	0.0005988200829
395	0.0005988005202
396	0.0005988050553
397	0.0005988050553
398	0.0005987874845
399	0.0005987874845
400	0.0005987817625
401	0.0005987888717
402	0.0005987614174
403	0.0005987710697
404	0.0005987716209
405	0.0005987788458
406	0.0005987628556
407	0.0005987413813
408	0.0005987606592
409	0.0005987606592
410	0.0005987441288
411	0.0005987441288
412	0.0005987429996
413	0.0005987497043
414	0.0005987511803
415	0.0005987410612
416	0.0005987410612
417	0.0005987313554
418	0.0005987238683
419	0.0005987238683
420	0.0005987238683
421	0.0005987252865
422	0.0005987252865
423	0.0005987154297
424	0.0005987134068
425	0.0005987136069
426	0.0005987055461
427	0.0005986916745
428	0.0005986919635
429	0.00059867951
430	0.0005986751441
431	0.0005986751441
432	0.000598678901
433	0.0005986751173
434	0.0005986741925
435	0.0005986676303
436	0.0005986647981
437	0.0005986525448
438	0.0005986657807
439	0.000598647054
440	0.0005986499749
441	0.0005986506953
442	0.0005986429813
443	0.0005986429813
444	0.0005986489035
445	0.0005986305503
446	0.0005986364768
447	0.0005986415363
448	0.0005986335291
449	0.0005986268555
450	0.0005986268555
451	0.0005986271134
452	0.000598620062
453	0.0005986283272
454	0.0005986063948
455	0.000598603096
456	0.0005986005571
457	0.0005986063948
458	0.0005985896021
459	0.0005985895754
460	0.0005985982719
461	0.0005985826973
462	0.0005985746633
463	0.0005985755881
464	0.0005985724938
465	0.0005985597513
466	0.0005985722893
467	0.0005957856443
468	0.0005957959592
469	0.0005957933893
470	0.0005957660973
471	0.0005957660973
472	0.0005957632962
473	0.0005957632962
474	0.0005957647412
475	0.000595755031
476	0.0005957604909
477	0.0005957560982
478	0.0005957474862
479	0.0005957461568
480	0.0005957445117
481	0.0005957376914
482	0.000595738385
483	0.000595738385
484	0.0005957187603
485	0.0005957236464
486	0.0005957309868
487	0.0005957151768
488	0.0005957120289
489	0.0005957120289
490	0.0005957096013
491	0.000595711362
492	0.0005957007849
493	0.0005957007849
494	0.0005956913637
495	0.0005956860463
496	0.0005956792838
497	0.0005956755001
498	0.0005956876646
499	0.0005956805554
500	0.0005956805554
501	0.0005956854105
502	0.0005956854105
503	0.0005956697471
504	0.0005956666259
505	0.0005956666259
506	0.0005956666259
507	0.0005956722056
508	0.0005956604993
509	0.0005956597789
510	0.0005956599213
511	0.0005956432753
512	0.0005956479035
513	0.0005956481304
514	0.0005956499799
515	0.0005956458805
516	0.0005956445201
517	0.0005956445201
518	0.0005956416034
519	0.0005956321512
520	0.0005956321512
521	0.0005956334495
522	0.0005956280475
523	0.0005956362817
524	0.0005956076824
525	0.0005956113237
526	0.0005956113237
527	0.0005956011779
528	0.0005956011779
529	0.0005956090385
530	0.0005956100789
531	0.0005955912098
532	0.0005955912098
533	0.0005955888978
534	0.0005955888978
535	0.0005955826823
536	0.0005955920767
537	0.0005955824511
538	0.0005955824511
539	0.0005955824511
540	0.0005955824511
541	0.0005955873373
542	0.0005955859191
543	0.0005955859191
544	0.0005955813262
545	0.0005955779161
546	0.0005955779161
547	0.000595580486
548	0.0005955587915
549	0.0005955587915
550	0.000595555817
551	0.0005955286784
552	0.0005955363389
553	0.0005955198663
554	0.0005955239389
555	0.0005955091735
556	0.0005955146911
557	0.0005955226096
558	0.0005954977872
559	0.0005955181591
560	0.000595494924
561	0.000595513913
562	0.0005954988543
563	0.0005954875568
564	0.0005954867209
565	0.0005954873256
566	0.000595478567
567	0.000595478567
568	0.0005954811412
569	0.0005954846091
570	0.0005954677209
571	0.000595475239
572	0.0005954547162
573	0.0005954611361
574	0.0005954551518
575	0.0005954282445
576	0.0005954317434
577	0.0005954300362
578	0.0005954361051
579	0.0005954165691
580	0.0005954076347
581	0.0005954170826
582	0.0005954102313
583	0.000595392256
584	0.0005953951459
585	0.0005953911578
586	0.000595397689
587	0.0005954022284
588	0.0005953840796
589	0.0005953826036
590	0.0005953782109
591	0.0005953604667
592	0.0005953736759
593	0.0005953701191
594	0.0005953636189
595	0.0005953560162
596	0.0005953600621
597	0.0005953356711
598	0.000595333706
599	0.000595333706
600	0.000595319114
601	0.0005953172644
602	0.0005953177335
603	0.0005953177335
604	0.000595309037
605	0.0005953190051
606	0.0005953112644
607	0.0005953007986
608	0.0005952923022
609	0.0005952873047
610	0.0005952873047
611	0.0005952904836
612	0.0005952847726
613	0.0005952734398
614	0.0005952734398
615	0.0005952695983
616	0.0005952676332
617	0.0005952676332
618	0.0005952638184
619	0.0005952717058
620	0.0005952518231
621	0.0005952563046
622	0.0005952480972
623	0.0005952520275
624	0.0005952440513
625	0.0005952440513
626	0.0005952586433
627	0.0005952443403
628	0.0005952428065
629	0.0005952346569
630	0.0005952318248
631	0.0005952170283
632	0.0005952238486
633	0.0005952238486
634	0.0005952200339
635	0.0005952086786
636	0.0005951985328
637	0.0005951970033
638	0.0005951966832
639	0.0005951936509
640	0.0005951902986
641	0.0005951817712
642	0.0005951805307
643	0.0005951690287
644	0.0005951690287
645	0.0005951702115
646	0.0005951571222
647	0.0005951571222
648	0.0005951694023
649	0.0005951700959
650	0.0005951657032
651	0.0005951527295
652	0.0005951442021
653	0.0005951472965
654	0.0005951433662
655	0.0005951474121
656	0.0005951427194
657	0.0005951371129
658	0.0005951215651
659	0.0005951135311
660	0.0005951132999
661	0.0005951031006
662	0.0005950966849
663	0.0005950927814
664	0.0005950813373
665	0.0005950979833
666	0.0005950777537
667	0.0005950816263
668	0.0005950875527
669	0.000595085472
670	0.0005950835336
671	0.0005950707601
672	0.0005950705022
673	0.0005950731299
674	0.0005950701821
675	0.0005950471515
676	0.0005950412828
677	0.0005950450975
678	0.0005950381617
679	0.0005950255038
680	0.000595035565
681	0.000595035565
682	0.0005950301277
683	0.0005950213423
684	0.0005950211422
685	0.0005950034247
686	0.0005950023175
687	0.0005949963911
688	0.0005950027799
689	0.0005949941369
690	0.0005949861339
691	0.0005949930965
692	0.0005949784157
693	0.0005949784157
694	0.0005949643128
695	0.0005949638815
696	0.00059495972
697	0.0005949765661
698	0.000594963966
699	0.000594960298
700	0.000594960298
701	0.0005949687055
702	0.0005949447191
703	0.0005949567412
704	0.0005949526375
705	0.0005949426962
706	0.0005949469465
707	0.0005949476668
708	0.0005949331016
709	0.0005949119783
710	0.0005949172112
711	0.0005949087416
712	0.0005948819809
713	0.0005948761122
714	0.0005948795801
715	0.0005948770369
716	0.0005948736268
717	0.000594872991
718	0.0005948702167
719	0.0005948529927
720	0.0005948617781
721	0.0005948657662
722	0.0005948511432
723	0.0005948577365
724	0.0005948565184
725	0.0005948565184
726	0.000594848022
727	0.0005948302201
728	0.0005948302201
729	0.0005948423
730	0.0005948351062
731	0.0005948351062
732	0.000594825974
733	0.0005948368669
734	0.000594832821
735	0.000594816784
736	0.000594817073
737	0.0005948155125
738	0.000594816175
739	0.0005948192383
740	0.0005947993556
741	0.0005947881427
742	0.0005947872179
743	0.0005947898189
744	0.0005947928822
745	0.0005947981108
746	0.0005947942693
747	0.0005947924198
748	0.0005947852528
749	0.000594790917
750	0.0005947784058
751	0.0005947626535
752	0.0005947697049
753	0.0005947594436
754	0.0005947539259
755	0.0005947499956
756	0.0005947331762
757	0.0005947198825
758	0.0005947245642
759	0.0005947164724
760	0.0005947130623
761	0.0005947130623
762	0.0005947252888
763	0.0005946972055
764	0.0005947071
765	0.0005946963184
766	0.0005946963184
767	0.0005946925037
768	0.0005946988038
769	0.0005946850477
770	0.0005946908854
771	0.0005946906542
772	0.0005946740082
773	0.0005946740082
774	0.0005946740082
775	0.0005946773337
776	0.0005946703091
777	0.0005946545879
778	0.0005946500796
779	0.0005946477676
780	0.0005946372483
781	0.0005946356299
782	0.0005946212959
783	0.0005946212959
784	0.0005946058636
785	0.0005945918764
786	0.0005945936992
787	0.0005945900268
788	0.0005945727183
789	0.0005945771955
790	0.0005945904314
791	0.0005945696239
792	0.0005945756928
793	0.000594566414
794	0.0005945795585
795	0.0005945718403
796	0.0005945480273
797	0.0005945491254
798	0.0005945478271
799	0.0005945569283
800	0.0005945418739
801	0.000594541785
802	0.0005945394731
803	0.0005945385483
804	0.0005945360052
805	0.0005945410914
806	0.0005945299941
807	0.0005945243566
808	0.0005945259482
809	0.0005945222491
810	0.0005945303677
811	0.0005945287225
812	0.0005945128857
813	0.0005945097646
814	0.0005945187812
815	0.0005945034913
816	0.0005945060077
817	0.0005945071059
818	0.0005945071059
819	0.0005945114986
820	0.0005945141573
821	0.000594502482
822	0.0005944958662
823	0.0005944857204
824	0.0005944857204
825	0.0005944815589
826	0.0005944837552
827	0.00059448468
828	0.0005944850268
829	0.0005944703459
830	0.0005944776864
831	0.0005944693634
832	0.0005944732937
833	0.0005944772818
834	0.0005944570523
835	0.0005944612138
836	0.000594459422
837	0.0005944524284
838	0.0005944576035
839	0.0005944523706
840	0.0005944515036
841	0.0005944422558
842	0.0005944445678
843	0.0005944339328
844	0.0005944339328
845	0.0005944290199
846	0.0005944290199
847	0.0005944338483
848	0.0005944298669
849	0.0005944250118
850	0.000594425532
851	0.0005944137411
852	0.0005944037419
853	0.0005944037419
854	0.0005944037419
855	0.0005944037419
856	0.0005944037419
857	0.0005944037419
858	0.0005944037419
859	0.0005944037419
860	0.0005944037419
861	0.0005944037419
862	0.0005944037419
863	0.0005944037419
864	0.0005944130475
865	0.0005944130475
866	0.0005944055647
867	0.0005944075098
868	0.0005944134321
869	0.0005943974796
870	0.0005943974796
871	0.0005943997338
872	0.000594397333
873	0.0005944012055
874	0.0005943951409
875	0.0005943951677
876	0.0005943790729
877	0.0005943730886
878	0.0005943696207
879	0.0005943782327
880	0.0005943782327
881	0.0005943782327
882	0.0005943654592
883	0.0005943541307
884	0.0005943596216
885	0.0005943399122
886	0.0005943477151
887	0.0005943385251
888	0.0005943385251
889	0.0005943424554
890	0.0005943238442
891	0.0005943335544
892	0.0005943273121
893	0.0005943293929
894	0.000594325347
895	0.0005943303177
896	0.000594315837
897	0.0005943133827
898	0.0005943223104
899	0.0005943223104
900	0.0005943223104
901	0.0005943166772
902	0.0005943197983
903	0.0005943000312
904	0.0005943000312
905	0.0005942998578
906	0.0005943070826
907	0.0005942970257
908	0.0005942874043
909	0.0005942820558
910	0.0005942895119
911	0.0005942815089
912	0.000594274253
913	0.0005942809509
914	0.0005942772786
915	0.000594267684
916	0.0005942650253
917	0.00059426563
918	0.0005942710363
919	0.0005942639849
920	0.0005942639849
921	0.0005942488417
922	0.0005942536968
923	0.0005942536968
924	0.0005942384957
925	0.0005942368196
926	0.0005942445956
927	0.0005942445956
928	0.0005942385535
929	0.0005942383223
930	0.0005942295369
931	0.0005942296525
932	0.0005942244239
933	0.0005942334672
934	0.0005942177728
935	0.0005942064175
936	0.000594210579
937	0.0005942071111
938	0.0005942124286
939	0.0005941974587
940	0.0005941917634
941	0.0005942001175
942	0.0005941845118
943	0.0005941874596
944	0.0005941832135
945	0.0005941838183
946	0.0005941667677
947	0.0005941645713
948	0.0005941613078
949	0.0005941706402
950	0.0005941641089
951	0.0005941628374
952	0.0005941586759
953	0.0005941458756
954	0.0005941433014
955	0.0005941370592
956	0.0005941310481
957	0.0005941324621
958	0.0005941294298
959	0.000594129083
960	0.000594129083
961	0.0005941243745
962	0.000594115796
963	0.0005941198152
964	0.0005941168096
965	0.0005941076775
966	0.0005941114033
967	0.0005941057123
968	0.0005941210867
969	0.0005941038895
970	0.0005941071573
971	0.0005940879103
972	0.0005941012618
973	0.0005940871012
974	0.0005940828508
975	0.0005940828508
976	0.000594085972
977	0.000594084558
978	0.0005940756838
979	0.0005940751101
980	0.0005940817837
981	0.0005940760038
982	0.0005940748789
983	0.0005940793561
984	0.0005940614386
985	0.0005940547339
986	0.0005940539558
987	0.0005940632614
988	0.0005940547339
989	0.0005940376523
990	0.000594042365
991	0.0005940413514
992	0.0005940483761
993	0.0005940249987
994	0.000594034589
995	0.0005940207751
996	0.0005940207484
997	0.0005940212686
998	0.0005940010968
999	0.0005940193612
